,machineID,datetime,time_in_cycles,voltmean_24h,rotatemean_24h,pressuremean_24h,vibrationmean_24h,voltsd_24h,rotatesd_24h,pressuresd_24h,vibrationsd_24h,voltmean_5d,rotatemean_5d,pressuremean_5d,vibrationmean_5d,voltsd_5d,rotatesd_5d,pressuresd_5d,vibrationsd_5d,error1,error2,error3,error4,error5,comp1,comp2,comp3,comp4,model,age,DI,RULWeek,failure,failed,RUL,RUL_I
12,89,2015-08-21,229,182.59423686085412,404.2697077674932,97.79379925038586,38.747324494465225,19.93754778870801,57.75434583536964,10.391165806924432,4.528740194864128,179.4307661472855,418.39511924708967,99.5195755830353,39.96320439503727,8.099103927101812,35.06444378662543,2.5811766343817566,0.7644532573951489,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,model3,17,1.4073278858529736,5.0,comp2,1,30.0,0.0
13,83,2015-07-15,192,176.29850761960083,447.0112167081672,100.8748651673565,43.920185185933214,15.742803916582806,52.60651413851861,8.807096655019665,6.713445341757417,177.55144399046895,446.7198557939849,100.8652833996635,44.212057005412944,8.358459070127656,2.8237914134293174,1.2938653598892529,4.148810031240543,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,model4,18,0.330404368183306,7.0,comp1,1,45.0,0.0
14,47,2015-03-25,80,176.50394082182416,465.5656440056418,98.71810905167024,40.667273024836426,18.03608113551731,66.67232013032019,8.187228888123308,5.932148647954175,179.9468444546858,450.5783601530253,99.10049714276354,39.91981913096547,10.529324183722874,11.80117830307749,1.118054375972661,0.7250964293121317,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,model2,6,0.4895416595569531,9.0,comp1,1,60.0,0.0
15,22,2015-02-06,33,173.78259082907869,466.4446547366418,104.90868711916907,41.772209343266255,13.878921582129186,52.57813712300983,13.33085106862162,4.575017782927151,169.19942975327672,457.3282388734936,108.96072529623504,40.48619054010688,4.274670550414947,9.292383710440571,11.97757236888988,1.103920732379256,0.0,0.0,0.0,0.0,0.0,33.0,0.0,33.0,0.0,model1,14,0.4345982085070782,5.0,comp3,1,33.0,0.0
16,70,2015-05-28,144,171.48177969737017,436.9896904288881,102.7815505737725,40.66782452649111,14.31110323811065,63.70286742347313,11.002263948942586,5.103741847705781,170.95295181599755,415.0059539078617,99.91214779382445,40.52564496937568,2.5153853540169626,36.35121066763112,1.974543909260235,0.5144682974500969,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0,model3,9,0.4630540447321324,18.0,comp2,1,120.0,0.0
17,99,2015-07-02,179,168.81542940087726,412.3931899811185,100.95694760200746,40.565359723290754,13.85617459655525,67.23453296906207,9.6651723617313,5.576032106176784,166.87136884569912,415.4967054143191,100.1716922891807,40.8262209842813,3.3074657292173963,38.37732145173261,1.5817041061055943,0.9411685949673908,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,model1,14,0.5656569715373438,5.0,comp2,1,30.0,0.0
18,63,2015-10-25,295,171.3414531500756,445.437542191648,103.44496043875492,43.86709050918571,13.917673481868738,54.05233565150096,9.076478479825145,4.88826168603436,169.06892487067063,452.5112805382136,100.03321872270531,44.8452037666794,2.1480200355781864,10.106034091088413,2.6421224044319067,4.8523529957899045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,model4,14,0.1518874664529187,13.0,comp4,1,90.0,0.0
19,49,2015-07-14,191,168.37588255513307,435.72094902947646,97.2606835404878,44.19782755148288,14.20239791633862,37.50251436875104,8.79827009915496,5.603679354296523,178.5364229420275,447.2444286297288,98.69218312737875,44.120991678464485,11.120770345792504,9.658956094620011,2.3518764327154544,4.653698334937846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,model1,15,0.2618894347448473,9.0,comp4,1,60.0,0.0
20,82,2015-05-13,129,179.71253926827265,436.4769887138866,101.39261692877211,38.265386685737774,15.444022636036737,59.97784546900741,8.182170676987745,4.169728888844332,181.43813033789607,444.7209703693594,99.26429651955743,40.23247813327516,9.246712865073365,7.29428368662337,1.6749219109024858,1.1500477663098725,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0,0.0,model3,11,1.598437434583399,7.0,comp1,1,45.0,0.0
21,33,2015-04-01,88,170.0111034226497,455.79202231648384,100.8154130293109,40.293539563607645,13.775912142725431,52.38189068417399,9.745237144273194,6.004809937845854,169.34601935050958,453.3336731574536,99.1955243118363,43.076888142950025,1.6723590562463928,8.49056038398479,2.4193598144328554,4.709812819091905,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,60.0,model3,14,0.3678794411714423,9.0,comp4,1,60.0,0.0
22,13,2015-06-10,158,166.00502236105976,444.70056819571727,107.4393843362812,40.81813509402878,16.71701527114787,49.45204577981713,15.382905764967091,4.778606986292698,169.1952499969291,447.6116067840183,110.0915536659584,39.856057561793534,2.973551252257648,6.734910217350855,10.704844239015031,0.970402337301722,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,model1,15,0.1155681665141394,9.0,comp3,1,60.0,0.0
23,41,2015-05-02,118,173.48373838712436,465.12628221527217,97.620012553829,38.90578762629618,14.179340959123415,49.40015712344932,10.55312940219402,5.543432989044713,179.01437810129588,454.0230304673936,99.73967234907452,40.27548303428436,7.6873030656937935,9.139700755630813,1.407796872360157,1.1809486585345053,0.0,0.0,0.0,1.0,0.0,90.0,0.0,0.0,0.0,model4,9,1.098515509502641,13.0,comp1,1,90.0,0.0
24,21,2015-09-05,245,167.9970903673022,449.6177917712289,107.75541147994484,40.045877519446286,16.165544721422282,52.50106180601322,15.189346111604022,5.081766419652581,171.3603119978583,445.9787833286033,110.040288488895,39.41113872766143,2.522005901101067,5.230077917126208,10.98791489447331,0.4983466361028615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,model2,14,0.8976683986121334,5.0,comp3,1,30.0,0.0
25,76,2015-11-29,329,171.7273608325617,453.9783897309082,108.7392340474712,39.606304218503176,13.957043327304063,59.0730806135477,16.58804872813303,4.5511865239838665,169.23756615846753,449.7340384987019,109.4194916206142,39.49940113957307,3.0285419645749374,10.64903403612632,10.171960960455076,1.3658736269684622,0.0,0.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,model2,10,0.5265877018754369,9.0,comp3,1,60.0,0.0
26,83,2015-03-17,72,167.62078702925783,441.94018381012455,99.56272082565935,41.73423990386237,9.711250353906708,53.64247512156523,10.637994618193522,6.443988618583186,169.95316652472135,440.14622118190056,100.2975634084432,43.37452835670479,2.350515403140592,10.748889397514342,2.2784672663009315,4.288442614917793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,model4,18,0.1636676624968823,9.0,comp4,1,60.0,0.0
27,84,2015-07-04,181,177.10274227524363,449.3059450520152,98.8951065231014,41.27385506599227,20.00920987566379,38.14042936332478,9.505251361230622,4.955861351084031,179.22730526317437,451.7785197508347,99.70010836606602,40.09915339188952,7.596021909793074,6.677122442591139,1.3658221187082067,0.9244056769018232,0.0,0.0,0.0,0.0,0.0,90.0,0.0,90.0,0.0,model3,9,0.2658765309736132,13.0,comp1,1,90.0,0.0
28,32,2015-03-11,66,178.0745749780857,445.0013541505408,97.37704620839934,38.77870997237508,20.64597714688073,48.9849361943654,8.923795825955139,4.863023385929568,178.28291017926654,451.1928629689411,99.11565888154443,39.568504191916105,8.781158744992137,10.475111640546734,3.09843595074363,0.5831007731699612,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,model4,15,0.8478525451983782,5.0,comp1,1,30.0,0.0
29,90,2015-08-18,226,173.32736302154316,439.6536266322936,101.21751678965968,39.28486924596945,16.170159006231376,42.471722443627854,15.07230598492254,4.502479404500842,179.08150052259504,447.8514584429461,108.87670706318218,40.30120655690688,9.939446177333473,9.060881444878117,11.370761949451753,0.7949145554710637,0.0,0.0,0.0,0.0,0.0,75.0,0.0,75.0,0.0,model2,2,0.1518874664529187,11.0,comp1,1,75.0,0.0
30,73,2015-04-02,88,178.217536751609,452.6382965720081,101.31765528688122,39.71836800019566,17.94705283341983,42.77712601927333,8.746105509757893,5.201254621356591,180.2860115454729,448.06139802575154,100.54727110070364,40.259887242573264,8.872851307330992,8.663237944552394,0.8217593205540311,0.8852831016443746,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,model2,20,0.689387870380628,7.0,comp1,1,45.0,0.0
31,31,2015-11-18,318,177.86648430107843,452.4397735868568,109.59722073590838,41.33070129876588,25.703656213948975,53.262880657692506,17.171340792481658,5.175258966428051,188.0434209671747,445.9816317199828,108.78277757913844,40.43603718356603,21.25733337423535,7.776525963377088,10.918652705987297,1.3713077502452395,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,model1,11,1.1721955217505675,5.0,comp1,1,30.0,0.0
32,32,2015-09-22,262,165.15239292536344,439.24975577033,102.72351665154834,41.40629844527327,16.44774612909588,48.91068086672153,8.131466002825395,6.210607424387487,169.1773953600231,447.1042948052664,101.36605356724928,47.64880638627816,2.6824066423496333,7.503133443349944,2.5913339625938723,9.029718522057134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,model4,15,0.4735144660352017,7.0,comp4,1,45.0,0.0
33,95,2015-03-21,76,172.7925859022715,426.4162754497327,100.34993975335992,40.567134967220106,15.54405440090667,66.29585964768758,9.85518111905604,5.012539734546772,169.60676028764163,404.9963094641695,99.13514360641118,41.20740504237197,2.298746348802766,31.68887205782094,0.9812774577548088,0.7667857217007568,1.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,model2,18,1.28669583253736,5.0,comp2,1,30.0,0.0
34,67,2015-08-29,237,171.20957464259024,430.3738657539429,95.82352777890752,45.49051642549548,15.721072560610075,47.65091721564558,9.441102635639188,6.385887348486486,170.98235553959668,407.7937357647303,98.72135493260848,44.34297876340638,3.687940572544169,31.44466471286974,2.370221098336144,4.8758437246192505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,model4,14,0.6465076727102886,7.0,comp4,1,45.0,0.0
35,25,2015-08-17,226,171.71925266461298,422.66660377155546,95.88556891938192,43.682410218491846,14.16962528393734,54.59213495927467,10.285467771357258,6.792558839516185,173.85146607742925,420.22470538432856,98.8429175309902,44.17160648133062,6.787187595509931,31.44901967030467,2.337900198598221,4.389161701589952,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,75.0,model4,16,0.1866404148447288,11.0,comp2,1,75.0,0.0
36,56,2015-04-14,100,178.77465206404597,441.0492404456807,98.25568173887052,40.22660435877844,14.60212546134803,50.53222014099685,8.813664214139157,3.978860753001484,177.87472226281304,440.0953854661663,109.64782032765306,40.93168443175904,8.766780663059793,10.558439667227884,12.423090529861875,1.0781933401179362,1.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,model1,10,0.994428983808254,5.0,comp1,1,30.0,0.0
37,67,2015-03-17,72,176.06184929225563,429.4903869339914,100.36771029826927,38.9153328946953,17.509151334913167,47.22557043188202,9.342376437754016,4.1188863346301305,168.8719781789478,419.7014591981454,99.6780038338973,40.02652071160831,4.4376688391908825,32.78199347806129,2.895853824958847,1.0453353816030957,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,model4,14,0.400559236509002,9.0,comp2,1,60.0,0.0
38,58,2015-05-01,117,164.75334364596853,459.7219306948734,108.146433489213,38.62150933777094,19.25429758291259,56.64570539035013,13.86294086045063,4.076015589076408,169.07551861142758,457.2842378600575,110.45659196535988,39.57615393804353,2.598703802775175,10.64737262313136,13.059892929093907,1.0148007053255068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,model1,5,0.4308026151974351,13.0,comp3,1,90.0,0.0
39,81,2015-06-16,163,170.8329995774196,422.98319914319706,124.22267589841208,40.41844850423036,15.702709573994982,43.425654777947614,12.66104333688413,4.365448657058884,168.48180590228588,425.0761859950238,108.99231681212544,39.48839420522466,1.679730232370282,43.73408891817864,14.893254195257729,0.8066898684797029,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,60.0,model4,1,0.7989237289412772,9.0,comp2,1,60.0,0.0
40,3,2015-07-21,198,169.69431926831203,426.35912919544427,102.730293137923,40.77141616441693,13.943902373757073,59.579999591203006,10.929248342629736,3.804378062710052,172.36486639631067,414.2293179380126,99.82019973587671,40.54493115037279,2.89384411692446,36.32568657838397,2.690738845077051,0.6498508703978733,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,model3,8,0.2282126344320429,24.0,comp2,1,165.0,0.0
41,46,2015-11-19,319,165.6636943523146,437.4948043592885,98.5302870455762,39.73000451124124,13.982768067467626,72.35990170171117,10.106724739180606,4.508006427812092,167.64127329477947,422.0599139828437,109.52663875792798,39.481105171464,3.0781718699573086,29.24086372181555,10.897410988957304,1.162868271902384,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,270.0,model4,10,0.5001786378578393,39.0,comp2,1,270.0,0.0
42,40,2015-08-17,225,174.9183144608841,435.381679541181,102.82617590089905,39.5928792338541,18.347130760366948,61.02709071891322,11.824841721449731,5.176389622832971,172.15618195281277,420.2221506690988,100.05311693883525,39.24529646226765,2.077924611505368,34.80725421571662,2.5097280218521747,0.8146705907699795,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0,model2,4,0.9574533680683808,7.0,comp2,1,45.0,0.0
43,52,2015-10-31,301,174.19473095723745,456.2299760354268,100.28656019586704,42.36341706503642,16.426740427336966,33.96871783234894,10.148896637664944,8.32563991724805,177.07897911296385,428.3599356345894,100.6864174208518,43.948673480590784,7.5733951092100655,40.3767250586001,1.5782175854820668,5.143707183406226,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,90.0,model3,14,0.1817872861619303,13.0,comp1,1,90.0,0.0
44,23,2015-10-02,271,172.95721663486233,470.78227952162985,107.4788391942344,40.772034698952766,16.679487591847792,45.46851582438169,12.62096873010787,4.524796720148447,169.4795614312644,449.477440538506,109.62316803553624,39.93084490205955,2.100053127808675,17.010486413796368,9.07759582796488,1.18784023633334,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,model1,17,0.9603452461694127,5.0,comp3,1,30.0,0.0
45,80,2015-09-10,249,167.14595122760326,411.15242003842286,100.67540576705228,39.70597816400491,13.304859670929291,74.77694707534116,7.972324419591553,4.090588009728473,169.55995625454858,412.85981728650006,99.61227754364694,41.06069283357687,4.522819949534523,46.86752656284759,1.2796947829172334,1.249200287442858,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,model3,6,1.3391504203550055,9.0,comp2,1,60.0,0.0
46,12,2015-07-06,184,179.4778964446824,458.2225393104855,98.16185130346928,40.42077345660005,17.082127252400497,58.90397457065608,10.452765409574464,4.553853113720604,178.22724256281705,451.0253974444689,100.00764330836786,40.21716349197803,7.622934817715876,7.736157897974649,2.4797163537428526,0.9600014878800682,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,105.0,model3,9,0.129577222753383,15.0,comp1,1,105.0,0.0
47,49,2015-03-01,56,168.91907146549815,436.030626618581,100.87915646799011,42.21753661279791,17.488521302232236,44.87344521053538,11.55168187321214,6.11817943903309,171.50994100366478,446.1950015039773,99.52837307023584,43.85077842015532,3.074579191712669,6.405103005636156,1.1491209890666625,5.287430638321053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,model1,15,0.306099823040185,8.0,comp4,1,56.0,0.0
48,80,2015-07-12,189,190.2503527708931,422.950423226551,99.28038242077812,40.55859741876252,15.335000321421893,66.05770842451642,8.917489383160953,3.905754725702967,180.59446343792084,420.5770909954373,106.16053798005488,42.99627539717916,11.267658725949968,29.73393906979308,11.740825015902312,4.972920399111427,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,model3,6,0.2922667122255707,27.0,comp2,1,189.0,0.0
49,93,2015-06-30,177,174.22386572043135,429.8238675773634,102.99341806888634,39.87379887783505,14.901552369725346,58.738780147573614,9.149727305998155,5.795353430972709,178.8202876174458,441.2056715214897,100.00434644980314,40.49256530509315,9.205975565334173,10.772469836990092,1.7871271878563992,0.5502922068525105,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0,0.0,model3,18,0.5913047584123489,7.0,comp1,1,45.0,0.0
50,49,2015-12-26,357,166.58517025831236,463.5870116067697,100.18325972283267,41.730739858908045,12.781063080763472,42.901764878812514,10.976057176963042,6.149856605833374,169.04034860629585,451.83817105951664,99.2826253425872,43.76066665501717,1.736851660557731,11.567478038017375,1.5559575784930295,5.555744539789959,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,model1,15,0.8437353207803555,5.0,comp4,1,30.0,0.0
51,87,2015-03-13,68,171.2981288792408,445.6382993859099,111.66355018820518,40.48748551520377,10.937453161162225,36.95948124942207,17.614692418559862,6.75732165079042,171.3681541098798,448.6089950027404,117.18946671540088,40.207323268975976,2.9487414736116526,8.729002472343215,8.215532939273174,1.2565867132364688,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68.0,68.0,model2,12,0.5821212688395493,10.0,comp3,1,68.0,0.0
52,66,2015-12-15,346,174.90828439826475,458.9567951701476,102.84412167059672,40.31679113725416,15.105991209970684,43.65676442495539,11.90836557989418,5.28969112137042,188.8740269650332,446.3446476992548,100.6855231761995,39.93587187872164,14.967075917037574,11.271524935725402,1.59883678498725,0.7105891310980008,0.0,1.0,0.0,0.0,0.0,75.0,75.0,0.0,0.0,model4,6,0.6013244200593925,11.0,comp1,1,75.0,0.0
53,99,2015-10-15,284,164.4579021964646,413.83387068270775,100.8314937211452,40.51091613357317,18.74265023070871,68.1469336564077,8.443453421820092,4.3805225954303,168.71188776789583,419.23417985399976,100.1766980741852,40.37169219093208,3.463303488757673,41.94691689289679,2.564221736688473,0.5510684438026902,0.0,0.0,1.0,0.0,0.0,0.0,45.0,0.0,0.0,model1,14,0.258037291762462,7.0,comp2,1,45.0,0.0
54,7,2015-07-08,186,171.84883518061926,439.1369768576695,99.99374208289278,36.5813552848549,12.957966304726517,50.95364648609961,12.483439766952191,5.154118125962116,168.75598645574345,423.1822731750456,108.61706931935088,38.89855048670621,6.696330886975152,36.55712871845966,9.8440716140362,1.323112622580388,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,model3,20,0.5887550580663482,7.0,comp2,1,45.0,0.0
55,97,2015-07-08,186,164.23417418176237,445.1246537455867,107.63514694093608,40.58176150148992,16.53052534990964,44.85867827518749,12.65273677923806,4.950314592755791,169.7434749590507,445.9441252640284,111.14330547847833,39.828548890989545,5.001264606494293,3.97126072840156,10.25977485353877,0.7100148510721356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,model2,14,0.4241851946317318,9.0,comp3,1,60.0,0.0
56,78,2015-09-03,242,171.70618858910447,448.7473718882177,100.69992447852805,43.78901808766964,13.195992986433271,38.08743814423597,12.67702886956892,7.694680428117506,171.8683767121552,450.7488298197332,100.15171695555632,44.71832912874087,2.4907000562625186,16.156869470191126,2.5380578227375143,4.536418487597958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,model4,19,0.8460752510809519,7.0,comp4,1,45.0,0.0
57,17,2015-05-16,133,183.7631809976277,433.4622607786427,103.35603881383577,38.93245753200659,21.18582253150586,51.98091002285527,8.857784793079105,4.482759795918163,188.19764836870928,439.4035874990153,99.7443725891172,39.57596623862529,18.3872768220225,6.995818533686404,2.137362514043883,0.8161531549969844,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0,0.0,model1,14,0.2918822070318286,7.0,comp1,1,45.0,0.0
58,13,2015-12-07,339,166.0586130093388,442.17602135183273,99.79360048727078,42.534634447886425,14.361817692579995,41.7725200877773,11.03335051738313,7.403423462699907,169.93217840723688,442.4237933190872,100.6935074023501,44.01648708502472,3.810566385515313,5.34696086621917,1.0677799286516023,4.407136755291643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,model1,15,0.2545084979884898,7.0,comp4,1,45.0,0.0
59,65,2015-03-17,72,176.77227693008876,462.034019270995,98.0684379853412,40.68988888420545,17.181371693629014,45.16474916750472,8.45389386833583,4.522050040773926,178.4811140672104,453.4851195397914,99.78009600086338,39.43049575687278,9.952703552025056,17.528314170882854,2.2166244521114025,0.9151737009644236,0.0,0.0,0.0,0.0,0.0,72.0,0.0,72.0,0.0,model3,15,0.2839879334965494,11.0,comp1,1,72.0,0.0
60,16,2015-10-14,284,168.50966865560443,455.9399669821969,108.49938307594516,41.12048669581895,15.749246143296034,61.48964463490829,18.29823232613033,4.267337794110968,169.85313435924584,446.0066862378459,110.09249540384806,40.72769030878591,1.7112570397376603,7.227792917827295,10.599270245867563,0.7814106231801332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,model1,3,0.2575618307517972,9.0,comp3,1,60.0,0.0
61,1,2015-03-06,61,172.84993342607945,456.5593622044293,101.44749181892328,39.393172842449154,14.569311317874408,60.671620271367225,9.217362930787854,5.014377966768578,176.25012121649007,449.067821938674,99.72028726933056,39.98067711162569,9.663848161255702,7.813281847336744,2.504962139738077,0.6733817480598444,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,model3,18,0.8074510601317726,9.0,comp1,1,60.0,0.0
62,13,2015-10-23,294,178.468343396979,438.6920108334909,99.33041282680104,41.26781661187912,19.35081581250843,52.85290034466336,10.580364173068808,5.546703985594691,179.07474677266654,452.6649924348136,100.60734189922168,40.303692955356986,8.36638865905969,8.608816948815065,1.0494346514846475,1.074302144509639,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,model1,15,0.560488043568919,5.0,comp1,1,30.0,0.0
63,24,2015-04-02,88,173.54250824019357,461.65154702274185,100.73861875076452,43.88196109500081,15.111967153198169,48.40113279822976,12.038423274728435,6.985753039461312,171.38078973307117,451.3828129817477,101.07313206235747,44.43090241849212,2.6928774723452964,7.887458495001833,2.021645280318761,5.164930119124878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,model1,20,0.7907636953039908,7.0,comp4,1,45.0,0.0
